mse,psnr,ssim,a-gcnr,h-gcnr,cvar,jitter_factor,charge_injection_factor,clock_feedthrough_factor,gain_error_factor,f0_mhz,fs_mhz,ch_compression
2984.2672,13.382426552407502,0.607480174613034,0.1330805512593991,0.04360998048826287,0.0,0.0,0.07540166238542742,0.0,inf,2.5,50.0,10
2868.6489386666667,13.55402957734726,0.5095634438932443,0.10045725652827747,0.022416471285937434,0.0,0.0,0.11555640208695206,0.0,inf,2.5,50.0,10
3002.6808533333333,13.355711861787158,0.5411580358652461,0.13915610477122337,0.025030367719963253,0.0,0.0,0.08898733701795407,0.0,inf,2.5,50.0,10
3625.4115982222224,12.537230410811349,0.32412768578066237,0.0665638824405223,0.07304165544316416,0.0,0.0,0.18689960776233452,0.0,inf,2.5,50.0,10
4332.022862222222,11.76389620922302,0.250412792176896,0.0644485998994278,0.051876756736649876,0.0,0.0,0.230923818513598,0.0,inf,2.5,50.0,10
4128.115754666666,11.973284942186782,0.2546672939436701,0.06569824815626124,0.05217960169591468,0.0,0.0,0.2163109499076883,0.0,inf,2.5,50.0,10
3558.271473777778,12.6184128191313,0.35977570209829296,0.03425172720536196,0.04075463181876471,0.0,0.0,0.20557932659122727,0.0,inf,2.5,50.0,10
3022.363776,13.32733625417729,0.4441208236201708,0.08812238071496342,0.057380381324130814,0.0,0.0,0.16617462693950563,0.0,inf,2.5,50.0,10
3672.433870222222,12.48126376706816,0.2858847195604689,0.09619617379360162,0.04734029612057067,0.0,0.0,0.1923188114737732,0.0,inf,2.5,50.0,10
3305.2269013333334,12.93879082034297,0.36381081388287945,0.08360286799695715,0.06808708047859269,0.0,0.0,0.1831172871054727,0.0,inf,2.5,50.0,10
3945.725240888889,12.169535208337285,0.2978848776867659,0.06477509601130138,0.07819354276601514,0.0,0.0,0.2174491904814123,0.0,inf,2.5,50.0,10
3421.2800284444443,12.78891738646883,0.35163005686493926,0.04410461973488666,0.0667678070966578,0.0,0.0,0.17982718300732772,0.0,inf,2.5,50.0,10
3292.903239111111,12.955013915703708,0.3795306824707451,0.08626974441763635,0.036535364609686816,0.0,0.0,0.17944646785555796,0.0,inf,2.5,50.0,10
4132.907591111111,11.968246659949099,0.2419500644961055,0.061993728526914704,0.011681933645154796,0.0,0.0,0.2047491989398835,0.0,inf,2.5,50.0,10
3453.8962275555555,12.747710758347973,0.34881541868228205,0.0830118931983238,0.037909047699137555,0.0,0.0,0.18131737649559307,0.0,inf,2.5,50.0,10
3446.961351111111,12.7564394693872,0.32363118486537534,0.07466535284288889,0.03862175029192544,0.0,0.0,0.16068378155352564,0.0,inf,2.5,50.0,10
